286,   Cilantro_killer,   0.000,  0.000
287,Nootag,   0.000,  0.000
 87,Anchoe,   0.000,  0.000
289,  唐音工作室,   0.000,  0.000
290,可乐就是力量,   0.000,  0.000
291,  UmmetOzcan,   0.000,  0.000
 92,     Ace组合,   0.000,  0.000
293,    炁体源流,   0.000,  0.000
 93,王童语,   0.000,  0.000
 95,  旦旦,   0.000,  0.000
296,  姚雪,   0.000,  0.000
297,  芳蓉,   0.000,  0.000
298,范忆堂,   0.000,  0.000
299,    eigenTunes亦听,   0.000,  0.000
 99,苗小青,   0.000,  0.000
301,邱胜翊,   0.000,  0.000
302,安悦溪,   0.000,  0.000
203,  阿森,   0.000,  0.000
204,    熊熊作业,   0.000,  0.000
205,  网易CC直播,   0.000,  0.000
306,依兴驰,   0.000,  0.000
307,彭家熙,   0.000,  0.000
308,SimorE,   0.000,  0.000
209,    Controls,   0.000,  0.000
310,何艺纱,   0.000,  0.000
311,    拜合提亚bahtiyaraziz,   0.000,  0.000
312,BNC$BrandNewCohort,   0.000,  0.000
213,     TalkboxRocKit,   0.000,  0.000
314,  高赫,   0.000,  0.000
315,  千坂,   0.000,  0.000
316,    Kael鹿帆,   0.000,  0.000
317,  青春美少女,   0.000,  0.000
318, EasyRider逍遥骑士,   0.000,  0.000
219,   李常超(Lao乾妈),   0.000,  0.000
119,  蛋卷,   0.000,  0.000
321,阿基耐,   0.000,  0.000
322,    唐朝乐队,   0.000,  0.000
323,   nin,   0.000,  0.000
324,  曲言,   0.000,  0.000
124,崔开潮,   0.000,  0.000
326,Datsik,   0.000,  0.000
327,  王杰,   0.000,  0.000
328,Lonely,   0.000,  0.000
329,王大毛,   0.000,  0.000
330,崔跃文,   0.000,  0.000
331, YUJay,   0.000,  0.000
332,  汪峰,   0.000,  0.000
333,王欣宇,   0.000,  0.000
334,    Cesqeaux,   0.000,  0.000
235,    脑浊乐队,   0.000,  0.000
135,  Pink,   0.000,  0.000
237,麦组合,   0.000,  0.000
338,王华峰,   0.000,  0.000
339,   TylerWard,   0.000,  0.000
240,  张杰,   0.000,  0.000
140,  Ballrockin,   0.000,  0.000
242,     王齐铭WatchMe,   0.000,  0.000
343,  贾昱,   0.000,  0.000
344,  茶凉粉乐队,   0.000,  0.000
144,郑子威,   0.000,  0.000
346,   ChineseFootball,   0.000,  0.000
347,  TYRX,   0.000,  0.000
348,     Wya乌鸦,   0.000,  0.000
349,任意门,   0.000,  0.000
250,猫女林,   0.000,  0.000
351,  林允,   0.000,  0.000
352,张震岳,   0.000,  0.000
353,鸾凤鸣原创音乐团队,   0.000,  0.000
354,李子阳,   0.000,  0.000
355,    三藏梵音,   0.000,  0.000
356,  涵昱,   0.000,  0.000
357,潇梦临,   0.000,  0.000
157,     Fleurie,   0.000,  0.000
359,    热斑乐队,   0.000,  0.000
360,朱哲琴,   0.000,  0.000
361,     re:plus,   0.000,  0.000
262,潘虹樾,   0.000,  0.000
363,丁世光,   0.000,  0.000
 63,AllieX,   0.000,  0.000
365,暴走蜗牛乐队,   0.000,  0.000
366,     Diskord,   0.000,  0.000
 66,杨非同,   0.000,  0.000
268,    宮脇詩音,   0.000,  0.000
369,小红帽,   0.000,  0.000
169,张碧晨,   0.000,  0.000
170,  杨多,   0.000,  0.000
372,     kidult.,   0.000,  0.000
172     ,ProgressiveDigitalStation,   0.000,  0.000
374,陆陆桑,   0.000,  0.000
375,Alesso,   0.000,  0.000
376,  DJcc,   0.000,  0.000
377,科尔薇,   0.000,  0.000
378,情词尧,   0.000,  0.000
179,    UZ,   0.000,  0.000
380,  秦勇,   0.000,  0.000
381,ToddLi,   0.000,  0.000
382,李沫萱,   0.000,  0.000
182,谢天笑,   0.000,  0.000
384,  雏葵,   0.000,  0.000
385,     PNC说唱,   0.000,  0.000
386,祁紫檀,   0.000,  0.000
387,  OVDS,   0.000,  0.000
187,  任升,   0.000,  0.000
389,   RED,   0.000,  0.000
189, MLK麋鹿王国,   0.000,  0.000
391,Smooka,   0.000,  0.000
192,紫堂宿,   0.000,  0.000
393,  Rise,   0.000,  0.000
193,    mAjorHon,   0.000,  0.000
 94,汐音社,   0.000,  0.000
396,京脸儿,   0.000,  0.000
397,坚持者,   0.000,  0.000
197,  AlanWalker,   0.000,  0.000
198,  阿力木江·托合提,   0.000,  0.000
400,吴克群,   0.000,  0.000
401,于子将,   0.000,  0.000
402,踏云社,   0.000,  0.000
403,    麻吉弟弟,   0.000,  0.000
404,张三弥,   0.000,  0.000
405,阿力普,   0.000,  0.000
406,    芙蓉帐暖夜笙歌,   0.000,  0.000
407,  乔嘉,   0.000,  0.000
408,好妹妹,   0.000,  0.000
409,DJ宋雨飞已退,   0.000,  0.000
410,    百慕三石,   0.000,  0.000
  9,玄乐队,   0.000,  0.000
 10,  BowOfAtlas,   0.000,  0.000
313,  NIKI,   0.000,  0.000
414,  冯言,   0.000,  0.000
415,Bikman,   0.000,  0.000
416,  FromTheRed,   0.000,  0.000
417,   ICE,   0.000,  0.000
418,   CyanLpegd,   0.000,  0.000
419,    温莎森林,   0.000,  0.000
 18,  张蔷,   0.000,  0.000
 19,燃烧青春乐队,   0.000,  0.000
422,廖俊涛,   0.000,  0.000
423,     promema,   0.000,  0.000
 22,  丁于,   0.000,  0.000
425,    Lu,   0.000,  0.000
426,  精气神制作,   0.000,  0.000
427,汪定中,   0.000,  0.000
428,  AvTProject,   0.000,  0.000
429,    AnimaOMG,   0.000,  0.000
430,  彭坦,   0.000,  0.000
431,  王筝,   0.000,  0.000
 30,  二凉,   0.000,  0.000
433,  发条卡目索,   0.000,  0.000
434,飘乐队,   0.000,  0.000
435,    earlybus,   0.000,  0.000
436,    LogicLoc,   0.000,  0.000
236,  半梦,   0.000,  0.000
438,包晗言,   0.000,  0.000
 37,常石磊,   0.000,  0.000
440,  浜崎あゆみ,   0.000,  0.000
441,  叶蓓,   0.000,  0.000
442,TedJon,   0.000,  0.000
443,  野外合作社,   0.000,  0.000
 42,李潇潇,   0.000,  0.000
445,    斑辣个马,   0.000,  0.000
446,    Fine乐团,   0.000,  0.000
447,  Sula,   0.000,  0.000
448,    OgreYouAsshole,   0.000,  0.000
449,  单丹,   0.000,  0.000
450,Octave,   0.000,  0.000
451,李官卫,   0.000,  0.000
452,  渔圈,   0.000,  0.000
 51,     U,   0.000,  0.000
 52, Lonzo,   0.000,  0.000
455,  宫俊,   0.000,  0.000
 54,    荣子yJan,   0.000,  0.000
 55,    Hope组合,   0.000,  0.000
458,卢小旭,   0.000,  0.000
459,   Sub,   0.000,  0.000
 58,Miguel,   0.000,  0.000
461,  莫籽,   0.000,  0.000
261,  靳松,   0.000,  0.000
